category,text,tokenNumber,name,extraction,field,manualReview,imagePath
npc_bark,plaguespreader zombie,693,drifella 2 #693,metadata,1background,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/Gu5wmzEUeywc4GwZpp2qheqn6sAqumWkiyFLSN7YU36u/image.png
npc_bark,jpeg in front of tarp,8050,drifella 2 #8050,metadata,1background,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/GqMAJUDstNJyWkN2u6FejeKFTdArZMVrpx9KYenT5YYG/image.png
item_enemy_prop_name,richard notkin teapot,7923,drifella 2 #7923,metadata,92left,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/GkDtdbLM3eHFnwDVuTaGQ1vjA46rbVrNCdPchvfGBkXq/image.png
item_enemy_prop_name,ghost and anime girl,1907,drifella 2 #1907,metadata,1background,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HKCX4fw7VMPJ5SKWyMU53P3svkdVeWCkuzfXD7iFSfV6/image.png
npc_bark,the life of drifella,7908,drifella 2 #7908,metadata,94overlay,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HHBduQVfhXmBn9HGaSyE8D7sPXwwdQPcTwDxbyj8AqNE/image.png
npc_bark,white dithered stars,6937,drifella 2 #6937,metadata,94overlay,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HFHD3R8pjbJ6uESKxy2onrd4JeyPrMewas3RsHJrJm8E/image.png
item_enemy_prop_name,pencil zombie sketch,1543,drifella 2 #1543,metadata,3drifellabody,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HGG2fiNgeW3pab1KpxJT8TGexjZoAqmiwFhZsuns2F1z/image.png
item_enemy_prop_name,btc fear greed index,7890,drifella 2 #7890,metadata,92left,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HEBxsbQDNmgyG1oDveu2kTTHC4nCoYRNVp5FNe36CTCJ/image.png
npc_bark,mewtwo in red circle,8869,drifella 2 #8869,metadata,94overlay,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HCGVCaatoqvPAkxD2tsmTyf78xDM3DYzeDRDQYyDFBaf/image.png
item_enemy_prop_name,evil pepe with cigar,2630,drifella 2 #2630,metadata,7mouth,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HCSZjvmQ899icabXVzdeWvXz5U6SkisgHQjYr119cU4o/image.png
item_enemy_prop_name,pencil sketch dragon,4256,drifella 2 #4256,metadata,3drifellabody,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HAxH54297u2NR7fSpXJGZUgi1wwKrcZf5sacTz1rb1yR/image.png
item_enemy_prop_name,thrashed pink hoodie,4256,drifella 2 #4256,metadata,5cloth,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HAxH54297u2NR7fSpXJGZUgi1wwKrcZf5sacTz1rb1yR/image.png
npc_bark,batman adventures bg,8924,drifella 2 #8924,metadata,1background,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HAfAiCaQar1ArfdB3T9N8HzpLe5VWZXK2q2xkopxUcji/image.png
item_enemy_prop_name,asspizza gobln shirt,7753,drifella 2 #7753,metadata,5cloth,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/H6kgWK5CTLikPauS5XKVXfKBj51pVM6Wt4FMdAAuCQoW/image.png
item_enemy_prop_name,akira black and gray,3619,drifella 2 #3619,metadata,5cloth,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/H6fyiZHfkMCLvSswMXYT1ojZ4aAzTnkeJtYBrLqnZLEE/image.png
npc_bark,i can sleep anywhere,1323,drifella 2 #1323,metadata,94overlay,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/H5nr1ntw4323QpBSyiwLyG2umX3mWSy8K9nLMaN55Voa/image.png
item_enemy_prop_name,leather general coat,3554,drifella 2 #3554,metadata,5cloth,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/H4eLfWJtP8PRn6ssjmC6AvdJuX4JjxQmjBQnL66jKaVM/image.png
npc_bark,shadow wizard goblin,5910,drifella 2 #5910,metadata,1background,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/H3n9BG4BcV1Z9jgizMq9VLX57wee4xMdnNCRHqMSzmVe/image.png
item_enemy_prop_name,marker pixel bastard,1037,drifella 2 #1037,metadata,3drifellabody,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/H3TxUpcGF98i2zjmmBszurVGJXRLRaUd2zRJ4rp7h2mT/image.png
item_enemy_prop_name,aura crown of thorns,3449,drifella 2 #3449,metadata,91head,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/H1fYM2pM8FvFQ6j3zbpPp2sRAB4TZXxTJcvDVm3K84Qi/image.png
item_enemy_prop_name,smudge pencil sketch,341,drifella 2 #341,metadata,3drifellabody,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/Gxp4U1udqn765DC5YnaJhqLRQSxrwGhTGddTPkg6RdNP/image.png
npc_bark,injection fairy lily,3162,drifella 2 #3162,metadata,1background,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/Gy6yaFQrNNWPZT31AGqmCB54hXxVX6HmU8oaS9ryqDcr/image.png
item_enemy_prop_name,sketch pixel bastard,1294,drifella 2 #1294,metadata,3drifellabody,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/Gwwdgopu9vgaVwkUiBW7VkoBDsmtLeQ8tB4xvWhhPZ7A/image.png
npc_bark,fired from mcdonalds,3913,drifella 2 #3913,metadata,94overlay,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/GoC4xdi6U8WShuSdhzLjjm34DNtxENRWLwAvD2vd4DT1/image.png
npc_bark,base cacoon maturity,9491,drifella 2 #9491,metadata,94overlay,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/GmscDxVLSEbDDQFGbndm2L1jXdHfyMZN1gnX2d5ibqM1/image.png
npc_bark,i am rooting for you,460,drifella 2 #460,metadata,1background,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/GcoRPhErGAg1Wc7pBJFC7Xgk1oUeHgVZ8wgzXzzeNziC/image.png
npc_bark,days never finished,8417,drifella 2 #8417,metadata,94overlay,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HEJVz74sRso9dwQZPg91K1Ka8FTJ2s3w3HN4DfsV33oZ/image.png
inspect_text,bat turtle painting,3353,drifella 2 #3353,metadata,1background,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HB4HUBNamY3ErukqLKuWhmoxVMLKjnxW9mnh84hooDyw/image.png
npc_bark,drifella kill scene,883,drifella 2 #883,metadata,1background,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/H327F5e2EAoj5e9r9t8tE4MYFBfsvF6j7cV6hUNrAEC6/image.png
dream_milady_weirdness,be different hoodie,7830,drifella 2 #7830,metadata,5cloth,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/H1krLUMXvNsK6RZt9esgfkDboNRY5agzk6sqg1XPDsGG/image.png
npc_bark,moogle sprite sheet,7830,drifella 2 #7830,metadata,94overlay,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/H1krLUMXvNsK6RZt9esgfkDboNRY5agzk6sqg1XPDsGG/image.png
inspect_text,green mist painting,619,drifella 2 #619,metadata,1background,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/GtpAKiYZtK5b1PLkRpmysp1pzUynxnvo2nF74SZiKHQa/image.png
dream_milady_weirdness,power ranger huddle,4801,drifella 2 #4801,metadata,1background,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/GrpkqH6bSSkrNmMRGBo3kGfFcNyre7wWHHMuABBxTruR/image.png
inspect_text,spiky toji painting,9463,drifella 2 #9463,metadata,1background,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/GoLaPSwDWuiyP3VJWm8hN9fWZCTfeEfGif1ipSAwW3Dt/image.png
inspect_text,earl chart painting,6604,drifella 2 #6604,metadata,1background,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/GnWoZ4J634CPCuSGuaKCz9cwWZwbmWwUi8G1F7QNipzP/image.png
npc_bark,bacon splash brush,7492,drifella 2 #7492,metadata,94overlay,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HH8gyRa3cSEtDeSAtGs8VS1x1Zd6HaCxZwDpG2sTdAbP/image.png
npc_bark,ren and stimpy bg2,6115,drifella 2 #6115,metadata,1background,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/H3kQ1sQe9TSqK8yNza7gWe3Zp43xVjQVswn3PYE3Nhbg/image.png
npc_bark,its over were back,6207,drifella 2 #6207,metadata,94overlay,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/Gx1DnJxxzZ8tuhrpfpZoTxj7fBtHSYhoEihjmHdqqtwW/image.png
npc_bark,silent hill 2 crtv,471,drifella 2 #471,metadata,1background,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/GoM8tJ1gaHdof8NG5jXMUsqEoBYbu4sicf5wymo9Epuz/image.png
npc_bark,black ops on my tv,3630,drifella 2 #3630,metadata,1background,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/GeLVAs8pm7wTFhbUwUHmjWYcNFuaaPpjXXbavbNRUmdU/image.png
npc_bark,tojiba ring horror,6329,drifella 2 #6329,metadata,1background,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/GYQZpoxKkEYmzMaRbkxgehed75vsf6AJPEmYGatuLJH1/image.png
npc_bark,frazetta moonlight,710,drifella 2 #710,metadata,1background,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/GX82rjZPd5wvh1n1Un9c7L9hEJvu5CUB2aoES68dusNa/image.png
npc_bark,convenience store,2258,drifella 2 #2258,metadata,1background,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HEogRBE2Zbt9TAGAa87Sj9MDmHAEBvy5voBbvZQzQog7/image.png
npc_bark,blue pokemon swag,6721,drifella 2 #6721,metadata,1background,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HDZ3PkqF5Qw3q9BvuPXSarAy4fsxLQbLQ2xkgzdCzhKC/image.png
npc_bark,minecraft dungeon,3238,drifella 2 #3238,metadata,1background,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HCN2X391JQpB6vZtL4SAWA8Kx2Du3WrTPTiF4peMLbft/image.png
npc_bark,pokeball necklace,8510,drifella 2 #8510,metadata,6accesory,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HAJGbPQri3S7KaFaoeqrBCzquURFKRgzC5HuQ7FoqEtz/image.png
inspect_text,Stańczyk painting,4846,drifella 2 #4846,metadata,1background,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/H3farzKH78WvRyKN2UrWdLCSCSQvXZY5YtgQUdbxczhr/image.png
npc_bark,gaming cards pack,9101,drifella 2 #9101,metadata,1background,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/Gy8VENfdYyntn724NHXp6odPTW1m739cHeTQmpP23JZ2/image.png
npc_bark,church graveyards,2609,drifella 2 #2609,metadata,1background,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/GvexaoXUqxWbWDMqFnrLQ2YJ6mqHD689dh2pqhudK2tR/image.png
npc_bark,sonichu medallion,3110,drifella 2 #3110,metadata,6accesory,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/Gk37yYKxxLb3keEzb2sw5F1UEqxwVHvrqLfVT41j5Xjb/image.png
npc_bark,knight in museum,2126,drifella 2 #2126,metadata,1background,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HJtPTNmLtGusgg6jv4wbz1SuDfiS8dExPtCa3P5s3t6G/image.png
npc_bark,fang reaper meme,4803,drifella 2 #4803,metadata,1background,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HEqiTHRFyvCcGJcBHvEo8oSiKx8j6FsWPCXa7PzrUDFB/image.png
inspect_text,bape mape zip up,816,drifella 2 #816,metadata,5cloth,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HEBMu6aA2QH65upbAi29GYNxXWZyRNdCT7S7sabyumZD/image.png
npc_bark,ashley wood girl,7890,drifella 2 #7890,metadata,1background,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HEBxsbQDNmgyG1oDveu2kTTHC4nCoYRNVp5FNe36CTCJ/image.png
npc_bark,ancient mew card,662,drifella 2 #662,metadata,2background+,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HDWvxh7ZugLYbw7t2Zs4j7N5gh7Csd8HbaxHs7PqidJB/image.png
npc_bark,ye net and yahoo,1723,drifella 2 #1723,metadata,1background,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/H9Dex8A4asKka33v5EVqRT7SBwiTvJWuSjgRK9u7Paow/image.png
npc_bark,no love deep web,4307,drifella 2 #4307,metadata,1background,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/H9iHCbrC4wdQaFZa3TXNCn3Y6uRyzt7U6DxMr1krMitX/image.png
npc_bark,drifella drawing,614,drifella 2 #614,metadata,1background,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/H9ZBuXWXzheCxb5jFgxJo57rJYVr4xYrHLEMcDkh5Urn/image.png
npc_bark,asspizza bedroom,523,drifella 2 #523,metadata,1background,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/H7oPZiu5bDkHwCL45Kmnr6YxRKBxo86474tFFLsDThYR/image.png
npc_bark,dark brotherhood,9056,drifella 2 #9056,metadata,1background,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/H6FDSkDe4yeJc2kq5cCnZS8Rm5XtPj6yWXjZZiXeHYuR/image.png
npc_bark,benny boys place,1552,drifella 2 #1552,metadata,1background,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/H5B56Pc4MfHZCBNcGrQCrrTDhWTkNKRC4myTV3U7XF8J/image.png
shop_signage,buying a t shirt,5064,drifella 2 #5064,metadata,5cloth,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/H59ySX4cKzCrGkDVHtfZffeztTeD9ikMGLAyiqNFog2v/image.png
npc_bark,mulholland drive,2458,drifella 2 #2458,metadata,1background,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/H3ASpWBb1MWez8vKwzqrhKw2y8GyZBm8khW9MViuxtwQ/image.png
npc_bark,brain transplant,6192,drifella 2 #6192,metadata,94overlay,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/GtTmGJwccNsnp3umgDNVfvvH2S8QHy8UT2dX7xX6zvxA/image.png
npc_bark,bacon fist fight,5457,drifella 2 #5457,metadata,1background,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/GtZTHZT2Hc9GmmWvDMioTvyY9mGPvEsXDv6mtfqkKQ1d/image.png
npc_bark,z electric chair,4456,drifella 2 #4456,metadata,2background+,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/GsLpcv7UYHwgUVK8jGKVRyEG8FobbmRLoMKSf9xVRAM7/image.png
dream_milady_weirdness,depr hyper real,2935,drifella 2 #2935,metadata,3drifellabody,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HAsh9taot5EirL13zRL7nSJfo41r3XtGBCvNVxWYohnd/image.png
inspect_text,paintball splat,7593,drifella 2 #7593,metadata,94overlay,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/H2LMBmrSoWMvBrspsyeX4CbhxZSmCvEycbgY15ib2tVL/image.png
dream_milady_weirdness,derp realistic,946,drifella 2 #946,metadata,3drifellabody,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/H4pcUvJxLePesDx5ZUKYtDuHDKb1sqMZshSPoge4H7gE/image.png
inspect_text,memento photo,2456,drifella 2 #2456,metadata,93right,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HDY4mXtAVbSQKaow3eCdEBEExmDFMcHzmgTuKXDU3HnP/image.png
inspect_text,painterly (2),9090,drifella 2 #9090,metadata,2background+,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/GaJuXWZbZoBRp8mNT6gN1pB3q84eyeEsUvV3h4E6zCSZ/image.png
dream_milady_weirdness,Are you real,4822,drifella 2 #4822,metadata,94overlay,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HGUpPsiPvMH5FucvHyVXj5D84A4p34NkYpeMcQiPPuue/image.png
inspect_text,red painting,3042,drifella 2 #3042,metadata,3drifellabody,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HAsDEsQu2K7iADeQgKKpeehifV72trMZ8gS9rUX9cVWx/image.png
shop_signage,money spread,946,drifella 2 #946,metadata,92left,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/H4pcUvJxLePesDx5ZUKYtDuHDKb1sqMZshSPoge4H7gE/image.png
dream_milady_weirdness,real bandage,6243,drifella 2 #6243,metadata,8nose,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/GwscZgdDH6KD8dRxf2Seei3yf6jd6W3X4QJbeicnwCmj/image.png
inspect_text,worm sticker,3463,drifella 2 #3463,metadata,2background+,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/GdnS76DYuJSTgREzxk8CZEDxrb7L7uJUMw9TpMdH6JeF/image.png
inspect_text,lynch photo,5826,drifella 2 #5826,metadata,1background,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/GuN6ZzQZnKR7NLrYQ7iqBA39mFTnbrQsVHTvMTonC6Zm/image.png
inspect_text,paint m hat,7923,drifella 2 #7923,metadata,91head,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/GkDtdbLM3eHFnwDVuTaGQ1vjA46rbVrNCdPchvfGBkXq/image.png
shop_signage,shoplifter,1972,drifella 2 #1972,metadata,5cloth,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HDtwZWnMEJsQXJym3J88xkgmo3hBaZhXRmn7qt2b9ZRz/image.png
shop_signage,fire sale,3735,drifella 2 #3735,metadata,92left,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HHNufmLs1g8YAptrrnQwjChct8cu7M8XbijAmTzDDJit/image.png
inspect_text,red paint,7347,drifella 2 #7347,metadata,5cloth,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/H3bBYLk4ZGnDe8ZCmEX3KdrUfFhRPmWbxNe7v8jaNqbV/image.png
inspect_text,painterly,5419,drifella 2 #5419,metadata,1background,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/GXg7SUdLTxB6WjpF5HsnNDS4vBkZse4LjFCfxNPMdRcy/image.png
shop_signage,money hat,8332,drifella 2 #8332,metadata,91head,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/GRjYDFa3pMMNsGbAqRNhRrbinqS5a7PELJaKHXsbD9Kw/image.png
shop_signage,moneys,7327,drifella 2 #7327,metadata,9eyes,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HHhGfBMH99f6iHoNB115wTtkK4ysaovmW6tYrkTyiHgn/image.png
inspect_text,paint,7302,drifella 2 #7302,metadata,1background,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HEJKJ6LmsHwqf7C8ukNQoL5LvjxyLt4jBF7XPTDX98sD/image.png
shop_signage,free,1972,drifella 2 #1972,metadata,94overlay,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HDtwZWnMEJsQXJym3J88xkgmo3hBaZhXRmn7qt2b9ZRz/image.png
inspect_text,book,7735,drifella 2 #7735,metadata,1background,False,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/H3XcQX2MPRQxDteLWayx9MGtAHGi4wB4DM8HGs6Yi9hd/image.png
inspect_text,"Cafo Milano, GmbH Expiorer Hop Signin anonymous",1552,drifella 2 #1552,ocr,visible_text,True,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/H5B56Pc4MfHZCBNcGrQCrrTDhWTkNKRC4myTV3U7XF8J/image.png
shop_signage,Buyin rune kite 5ok kinghr acy,2781,drifella 2 #2781,ocr,visible_text,True,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HEMj46a51S9Z4eKc343HKS2ZPFLBVbHWrbPiSvNjw8FW/image.png
dream_milady_weirdness,Tine is a more Godliead pilled,5271,drifella 2 #5271,ocr,visible_text,True,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/GmKTvNK7DyigokdM3CiWVZXGis1FiDzMGFy9dr9TyNm9/image.png
dream_milady_weirdness,lile is a more Godhead pilled,9491,drifella 2 #9491,ocr,visible_text,True,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/GmscDxVLSEbDDQFGbndm2L1jXdHfyMZN1gnX2d5ibqM1/image.png
dream_milady_weirdness,WE GOTTA TURN ON THE POWER!,5170,drifella 2 #5170,ocr,visible_text,True,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HKJTjMV8dXEa9gJhFytQtDYdkTLouHhVRMMi85DjmYWd/image.png
dream_milady_weirdness,WE GOTOA TURN ON TE POWER!,619,drifella 2 #619,ocr,visible_text,True,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/GtpAKiYZtK5b1PLkRpmysp1pzUynxnvo2nF74SZiKHQa/image.png
dream_milady_weirdness,WE GOTTA TURN ON TE POWER!,4843,drifella 2 #4843,ocr,visible_text,True,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/GnqGdGKFYTKFyp1Qq614krUFEZe6azkWxuoQeERtE3fh/image.png
dream_milady_weirdness,WE GONT URN ON TSE POWER!,2627,drifella 2 #2627,ocr,visible_text,True,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/GdV1SWjDnqneQKUjAQGbmhycYeL2azFksBVdj6e5pMwu/image.png
dream_milady_weirdness,il power and consequerce,9491,drifella 2 #9491,ocr,visible_text,True,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/GmscDxVLSEbDDQFGbndm2L1jXdHfyMZN1gnX2d5ibqM1/image.png
dream_milady_weirdness,Ii power and consequence,5271,drifella 2 #5271,ocr,visible_text,True,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/GmKTvNK7DyigokdM3CiWVZXGis1FiDzMGFy9dr9TyNm9/image.png
shop_signage,it takes a little treat,8033,drifella 2 #8033,ocr,visible_text,True,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HEYupjz6nXfEu7Q1RU4fA6BGQDutXHDyzeTpmuJ9rxNt/image.png
dream_milady_weirdness,TO EVIL PEOPLE IN POWER,2431,drifella 2 #2431,ocr,visible_text,True,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/Gnp2q2hPkhFi3tJ8jvnSGMd7HcY1teTQcxopdLXWQkMS/image.png
shop_signage,ittakes alittletreat,4661,drifella 2 #4661,ocr,visible_text,True,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/Guxh3M8QCX3xMKYNK36mNSqSN2EBmd32JMM9UbnZfZBS/image.png
shop_signage,ittakesalittletreat,4281,drifella 2 #4281,ocr,visible_text,True,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/GRCxMtcCQDimnS1RFENkeQMG7fGrQu8Rq7C9demvx3uD/image.png
dream_milady_weirdness,WAkelPLit's 2110,2627,drifella 2 #2627,ocr,visible_text,True,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/GdV1SWjDnqneQKUjAQGbmhycYeL2azFksBVdj6e5pMwu/image.png
